"aisp";"mes";"vano";"nome_comandante_bpm"
22;10;2014;"TEN CEL WALTER TEIXEIRA DA SILVA JÚNIOR"
23;10;2014;"TEN CEL MARCUS VINÍCIUS DOS SANTOS AMARAL"
24;10;2014;"TEN CEL ALMYR CABRAL MENDONÇA"
25;10;2014;"TEN CEL RUY SÉRGIO FRANÇA DE OLIVEIRA"
26;10;2014;"TEN CEL MARCELO DA SILVA QUINHÕES"
27;10;2014;"TEN CEL MARCIO SANTOS PINTO"
28;10;2014;"TEN CEL LUIZ CLÁUDIO DOS S RÉGIS"
29;10;2014;"TEN CEL MARCELO FREIMAN DE SOUZA RAMOS"
30;10;2014;"TEN CEL CLÉBER SILVA MAIA"
31;10;2014;"TEN CEL RUBENS CASTRO PEIXOTO JÚNIOR"
32;10;2014;"TEN CEL JORGE FERNANDO DE O PIMENTA"
33;10;2014;"TEN CEL WAGNER CRISTIANO MORETZSOHN"
34;10;2014;"TEN CEL CARLOS E SARMENTO DA COSTA"
35;10;2014;"TEN CEL ANDRÉ HENRIQUE DE OLIVEIRA SILVA"
36;10;2014;"TEN CEL SYLVIO RICARDO CIUFFO GUERRA"
37;10;2014;"TEN CEL ANTÔNIO CARLOS SABINO"
38;10;2014;"TEN CEL JOSÉ AUGUSTO DE OLIVEIRA JÚNIOR"
39;10;2014;"CEL FRIEDERIK MINERVINI BASSANI"
40;10;2014;"TEN CEL RONALDO MARTINS GOMES DA SILVA"
41;10;2014;"TEN CEL LUIZ CARLOS LEAL GOMES"
2;11;2014;"CEL MÁRCIO VAZ LIMA"
3;11;2014;"TEN CEL WILMAN RENÉ GONÇALVES ALONSO"
4;11;2014;"TEN CEL EDISON DUARTE DOS SANTOS JUNIOR"
5;11;2014;"CEL LUIZ HENRIQUE MARINHO PIRES"
6;11;2014;"TEN CEL MARCELO FRANCISCO NOGUEIRA MARTINS"
7;11;2014;"CEL FERNANDO SALEMA GARÇÃO RIBEIRO"
8;11;2014;"TEN CEL RAMIRO OLIVEIRA CAMPOS"
9;11;2014;"TEN CEL LUIZ OCTÁVIO LOPES DA ROCHA LIMA"
10;11;2014;"CEL CESAR AUGUSTO DE SOUZA ROSA"
11;11;2014;"TEN CEL CARLOS EDUARDO HESPANHA MATT"
12;11;2014;"CEL GILSON CHAGAS E SILVA FILHO"
14;11;2014;"TEN CEL MARCELO MOREIRA MALHEIROS"
15;11;2014;"TEN CEL RANULFO SOUZA BRANDÃO FILHO"
16;11;2014;"TEN CEL MARCELO LUIS RIBEIRO DE ALMEIDA"
17;11;2014;"TEN CEL WAGNER GUERCI NUNES"
18;11;2014;"TEN CEL RICARDO ALEXANDRE ROMAR NALDONI"
19;11;2014;"CEL RONAL LANGRES FREITAS DE SANTANA"
20;11;2014;"TEN CEL ANTÔNIO MARCOS NETTO DOS SANTOS"
21;11;2014;"TEN CEL ROBERTO CHRISTIANO DANTAS"
22;11;2014;"TEN CEL WALTER TEIXEIRA DA SILVA JÚNIOR"
23;11;2014;"TEN CEL MARCUS VINÍCIUS DOS SANTOS AMARAL"
24;11;2014;"TEN CEL ALMYR CABRAL MENDONÇA"
25;11;2014;"TEN CEL RUY SÉRGIO FRANÇA DE OLIVEIRA"
26;11;2014;"TEN CEL MARCELO DA SILVA QUINHÕES"
27;11;2014;"TEN CEL MARCIO SANTOS PINTO"
28;11;2014;"TEN CEL LUIZ CLÁUDIO DOS S RÉGIS"
29;11;2014;"TEN CEL MARCELO FREIMAN DE SOUZA RAMOS"
30;11;2014;"TEN CEL CLÉBER SILVA MAIA"
31;11;2014;"TEN CEL RUBENS CASTRO PEIXOTO JÚNIOR"
32;11;2014;"TEN CEL JORGE FERNANDO DE O PIMENTA"
33;11;2014;"TEN CEL WAGNER CRISTIANO MORETZSOHN"
34;11;2014;"TEN CEL CARLOS E SARMENTO DA COSTA"
35;11;2014;"TEN CEL ANDRÉ HENRIQUE DE OLIVEIRA SILVA"
36;11;2014;"TEN CEL SYLVIO RICARDO CIUFFO GUERRA"
37;11;2014;"TEN CEL ANTÔNIO CARLOS SABINO"
38;11;2014;"TEN CEL JOSÉ AUGUSTO DE OLIVEIRA JÚNIOR"
39;11;2014;"CEL FRIEDERIK MINERVINI BASSANI"
40;11;2014;"TEN CEL RONALDO MARTINS GOMES DA SILVA"
41;11;2014;"TEN CEL LUIZ CARLOS LEAL GOMES"
2;12;2014;"CEL MÁRCIO VAZ LIMA"
3;12;2014;"TEN CEL WILMAN RENÉ GONÇALVES ALONSO"
4;12;2014;"TEN CEL EDISON DUARTE DOS SANTOS JUNIOR"
5;12;2014;"CEL LUIZ HENRIQUE MARINHO PIRES"
6;12;2014;"TEN CEL MARCELO FRANCISCO NOGUEIRA MARTINS"
7;12;2014;"CEL FERNANDO SALEMA GARÇÃO RIBEIRO"
8;12;2014;"TEN CEL RAMIRO OLIVEIRA CAMPOS"
9;12;2014;"TEN CEL LUIZ OCTÁVIO LOPES DA ROCHA LIMA"
10;12;2014;"CEL CESAR AUGUSTO DE SOUZA ROSA"
11;12;2014;"TEN CEL CARLOS EDUARDO HESPANHA MATT"
12;12;2014;"CEL GILSON CHAGAS E SILVA FILHO"
14;12;2014;"TEN CEL MARCELO MOREIRA MALHEIROS"
15;12;2014;"TEN CEL RANULFO SOUZA BRANDÃO FILHO"
16;12;2014;"TEN CEL MARCELO LUIS RIBEIRO DE ALMEIDA"
17;12;2014;"TEN CEL WAGNER GUERCI NUNES"
18;12;2014;"TEN CEL RICARDO ALEXANDRE ROMAR NALDONI"
19;12;2014;"CEL RONAL LANGRES FREITAS DE SANTANA"
20;12;2014;"TEN CEL ANTÔNIO MARCOS NETTO DOS SANTOS"
21;12;2014;"TEN CEL ROBERTO CHRISTIANO DANTAS"
22;12;2014;"TEN CEL WALTER TEIXEIRA DA SILVA JÚNIOR"
23;12;2014;"TEN CEL MARCUS VINÍCIUS DOS SANTOS AMARAL"
24;12;2014;"TEN CEL ALMYR CABRAL MENDONÇA"
25;12;2014;"TEN CEL RUY SÉRGIO FRANÇA DE OLIVEIRA"
26;12;2014;"TEN CEL MARCELO DA SILVA QUINHÕES"
27;12;2014;"TEN CEL MARCIO SANTOS PINTO"
28;12;2014;"TEN CEL LUIZ CLÁUDIO DOS S RÉGIS"
29;12;2014;"TEN CEL MARCELO FREIMAN DE SOUZA RAMOS"
30;12;2014;"TEN CEL CLÉBER SILVA MAIA"
31;12;2014;"TEN CEL RUBENS CASTRO PEIXOTO JÚNIOR"
32;12;2014;"TEN CEL JORGE FERNANDO DE O PIMENTA"
33;12;2014;"TEN CEL WAGNER CRISTIANO MORETZSOHN"
34;12;2014;"TEN CEL CARLOS E SARMENTO DA COSTA"
35;12;2014;"TEN CEL ANDRÉ HENRIQUE DE OLIVEIRA SILVA"
36;12;2014;"TEN CEL SYLVIO RICARDO CIUFFO GUERRA"
37;12;2014;"TEN CEL ANTÔNIO CARLOS SABINO"
38;12;2014;"TEN CEL JOSÉ AUGUSTO DE OLIVEIRA JÚNIOR"
39;12;2014;"CEL FRIEDERIK MINERVINI BASSANI"
40;12;2014;"TEN CEL RONALDO MARTINS GOMES DA SILVA"
41;12;2014;"TEN CEL LUIZ CARLOS LEAL GOMES"
2;1;2015;"CEL MÁRCIO VAZ LIMA"
3;1;2015;"TEN CEL WILMAN RENÉ GONÇALVES ALONSO"
4;1;2015;"TEN CEL EDISON DUARTE DOS SANTOS JUNIOR"
5;1;2015;"CEL LUIZ HENRIQUE MARINHO PIRES"
6;1;2015;"TEN CEL MARCELO FRANCISCO NOGUEIRA MARTINS"
7;1;2015;"CEL FERNANDO SALEMA GARÇÃO RIBEIRO"
8;1;2015;"TEN CEL RAMIRO OLIVEIRA CAMPOS"
9;1;2015;"TEN CEL LUIZ OCTÁVIO LOPES DA ROCHA LIMA"
10;1;2015;"CEL CESAR AUGUSTO DE SOUZA ROSA"
11;1;2015;"TEN CEL CARLOS EDUARDO HESPANHA MATT"
12;1;2015;"CEL GILSON CHAGAS E SILVA FILHO"
14;1;2015;"TEN CEL MARCELO MOREIRA MALHEIROS"
15;1;2015;"TEN CEL RANULFO SOUZA BRANDÃO FILHO"
16;1;2015;"TEN CEL MARCELO LUIS RIBEIRO DE ALMEIDA"
17;1;2015;"TEN CEL WAGNER GUERCI NUNES"
18;1;2015;"TEN CEL RICARDO ALEXANDRE ROMAR NALDONI"
19;1;2015;"CEL RONAL LANGRES FREITAS DE SANTANA"
20;1;2015;"TEN CEL ANTÔNIO MARCOS NETTO DOS SANTOS"
21;1;2015;"TEN CEL ROBERTO CHRISTIANO DANTAS"
22;1;2015;"TEN CEL WALTER TEIXEIRA DA SILVA JÚNIOR"
23;1;2015;"TEN CEL MARCUS VINÍCIUS DOS SANTOS AMARAL"
24;1;2015;"TEN CEL ALMYR CABRAL MENDONÇA"
25;1;2015;"TEN CEL RUY SÉRGIO FRANÇA DE OLIVEIRA"
26;1;2015;"TEN CEL MARCELO DA SILVA QUINHÕES"
27;1;2015;"TEN CEL MARCIO SANTOS PINTO"
28;1;2015;"TEN CEL LUIZ CLÁUDIO DOS S RÉGIS"
29;1;2015;"TEN CEL MARCELO FREIMAN DE SOUZA RAMOS"
30;1;2015;"TEN CEL CLÉBER SILVA MAIA"
31;1;2015;"TEN CEL RUBENS CASTRO PEIXOTO JÚNIOR"
32;1;2015;"TEN CEL JORGE FERNANDO DE O PIMENTA"
33;1;2015;"TEN CEL WAGNER CRISTIANO MORETZSOHN"
34;1;2015;"TEN CEL CARLOS E SARMENTO DA COSTA"
35;1;2015;"TEN CEL ANDRÉ HENRIQUE DE OLIVEIRA SILVA"
36;1;2015;"TEN CEL SYLVIO RICARDO CIUFFO GUERRA"
37;1;2015;"TEN CEL ANTÔNIO CARLOS SABINO"
38;1;2015;"TEN CEL JOSÉ AUGUSTO DE OLIVEIRA JÚNIOR"
39;1;2015;"CEL FRIEDERIK MINERVINI BASSANI"
40;1;2015;"TEN CEL RONALDO MARTINS GOMES DA SILVA"
41;1;2015;"TEN CEL LUIZ CARLOS LEAL GOMES"
2;2;2015;"TEN CEL GILBERTO TENREIRO JESUS DA SILVA"
3;2;2015;"TEN CEL WALTER TEIXEIRA DA SILVA JUNIOR"
4;2;2015;"TEN CEL ROGÉRIO QUEMENTO LOBASSO"
5;2;2015;"TEN CEL RICARDO BAKR DE SOUZA FARIA"
6;2;2015;"TEN CEL MARCELO PEREIRA ROCHA"
7;2;2015;"CEL FERNANDO SALEMA GARÇÃO RIBEIRO"
8;2;2015;"TEN CEL MARCELO FREIMAN DE SOUZA RAMOS"
9;2;2015;"TEN CEL LUIZ GARCIA BAPTISTA"
10;2;2015;"CEL CESAR AUGUSTO DE SOUZA ROSA"
11;2;2015;"TEN CEL CARLOS EDUARDO HESPANHA MATT"
12;2;2015;"CEL GILSON CHAGAS E SILVA FILHO"
14;2;2015;"CEL FRIEDERICK MINERVINI BASSANI"
15;2;2015;"TEN CEL JOÃO JACQUES SOARES BUSNELLO"
16;2;2015;"TEN CEL CARLOS E SARMENTO DA COSTA"
17;2;2015;"TEN CEL WAGNER GUERCI NUNES"
18;2;2015;"TEN CEL ROGÉRIO FIGUEIREDO DE LACERDA"
19;2;2015;"TEN CEL LUIZ CARLOS S DE MENEZES JUNIOR"
20;2;2015;"TEN CEL MARCUS V DOS SANTOS AMARAL"
21;2;2015;"TEN CEL ANDRÉ SANTOS DE SOUZA"
22;2;2015;"TEN CEL ANDRE LUIZ DE CASTRO MAIA"
23;2;2015;"TEN CEL JORGE LUIZ FERRAZ EDUARDO"
24;2;2015;"TEN CEL JOSÉ AUGUSTO DE OLIVEIRA JUNIOR"
25;2;2015;"TEN CEL RUY SERGIO FRANÇA DE OLIVEIRA"
26;2;2015;"TEN CEL MARCELO DA SILVA QUINHÕES"
27;2;2015;"TEN CEL LUIZ OCTAVIO LOPES DA ROCHA LIMA"
28;2;2015;"TEN CEL LUIZ CLAUDIO DOS S REGIS"
29;2;2015;"TEN CEL SYLVIO RICARDO CIUFFO GUERRA"
30;2;2015;"TEN CEL CLEBER SILVA MAIA"
31;2;2015;"TEN CEL SERGIO DO CARMO SCHALIONI"
32;2;2015;"TEN CEL JORGE FERNANDO DE O PIMENTA"
33;2;2015;"TEN CEL PAULO ROBERTO DAS NEVES JÚNIOR"
34;2;2015;"TEN CEL IVAN DO ESPIRITO SANTO ARAUJO"
35;2;2015;"TEN CEL ANDRE HENRIQUE DE O SILVA"
36;2;2015;"TEN CEL EDUARDO VAZ CASTELANO"
37;2;2015;"TEN CEL WAGNER CRISTIANO MORETZSOHN"
38;2;2015;"TEN CEL ODERLEI SANTOS ALVES DE SOUZA"
39;2;2015;"TEN CEL ALEXANDRE DE SOUZA RODRIGUES"
40;2;2015;"TEN CEL MARCOS ANDRE DE LIMA PACHECO"
41;2;2015;"TEN CEL ANTONIO MARCOS N DOS SANTOS"
2;3;2015;"TEN CEL GILBERTO TENREIRO JESUS DA SILVA"
3;3;2015;"TEN CEL WALTER TEIXEIRA DA SILVA JUNIOR"
4;3;2015;"TEN CEL ROGÉRIO QUEMENTO LOBASSO"
5;3;2015;"TEN CEL RICARDO BAKR DE SOUZA FARIA"
6;3;2015;"TEN CEL MARCELO PEREIRA ROCHA"
7;3;2015;"CEL FERNANDO SALEMA GARÇÃO RIBEIRO"
8;3;2015;"TEN CEL MARCELO FREIMAN DE SOUZA RAMOS"
9;3;2015;"TEN CEL CARLOS ROBERTO GARCIA DE OLIVEIRA"
10;3;2015;"CEL CESAR AUGUSTO DE SOUZA ROSA"
11;3;2015;"TEN CEL CARLOS EDUARDO HESPANHA MATT"
12;3;2015;"CEL GILSON CHAGAS E SILVA FILHO"
14;3;2015;"CEL FRIEDERICK MINERVINI BASSANI"
15;3;2015;"TEN CEL JOÃO JACQUES SOARES BUSNELLO"
16;3;2015;"TEN CEL CARLOS E SARMENTO DA COSTA"
17;3;2015;"TEN CEL WAGNER GUERCI NUNES"
18;3;2015;"TEN CEL ROGÉRIO FIGUEIREDO DE LACERDA"
19;3;2015;"TEN CEL LUIZ CARLOS S DE MENEZES JUNIOR"
20;3;2015;"TEN CEL MARCUS V DOS SANTOS AMARAL"
21;3;2015;"TEN CEL ANDRÉ SANTOS DE SOUZA"
22;3;2015;"TEN CEL ANDRE LUIZ DE CASTRO MAIA"
23;3;2015;"TEN CEL JORGE LUIZ FERRAZ EDUARDO"
24;3;2015;"TEN CEL JOSÉ AUGUSTO DE OLIVEIRA JUNIOR"
25;3;2015;"TEN CEL RUY SERGIO FRANÇA DE OLIVEIRA"
26;3;2015;"TEN CEL MARCELO DA SILVA QUINHÕES"
27;3;2015;"TEN CEL LUIZ OCTAVIO LOPES DA ROCHA LIMA"
28;3;2015;"TEN CEL LUIZ CLAUDIO DOS S REGIS"
29;3;2015;"TEN CEL SYLVIO RICARDO CIUFFO GUERRA"
30;3;2015;"TEN CEL CLEBER SILVA MAIA"
31;3;2015;"TEN CEL SERGIO DO CARMO SCHALIONI"
32;3;2015;"TEN CEL JORGE FERNANDO DE O PIMENTA"
33;3;2015;"TEN CEL PAULO ROBERTO DAS NEVES JÚNIOR"
34;3;2015;"TEN CEL IVAN DO ESPIRITO SANTO ARAUJO"
35;3;2015;"TEN CEL ANDRE HENRIQUE DE O SILVA"
36;3;2015;"TEN CEL EDUARDO VAZ CASTELANO"
37;3;2015;"TEN CEL WAGNER CRISTIANO MORETZSOHN"
38;3;2015;"TEN CEL ODERLEI SANTOS ALVES DE SOUZA"
39;3;2015;"TEN CEL ALEXANDRE DE SOUZA RODRIGUES"
40;3;2015;"TEN CEL MARCOS ANDRE DE LIMA PACHECO"
41;3;2015;"TEN CEL ANTONIO MARCOS N DOS SANTOS"
2;4;2015;"TEN CEL GILBERTO TENREIRO JESUS DA SILVA"
3;4;2015;"TEN CEL WALTER TEIXEIRA DA SILVA JUNIOR"
4;4;2015;"TEN CEL ROGÉRIO QUEMENTO LOBASSO"
5;4;2015;"TEN CEL RICARDO BAKR DE SOUZA FARIA"
6;4;2015;"TEN CEL MARCELO PEREIRA ROCHA"
7;4;2015;"CEL FERNANDO SALEMA GARÇÃO RIBEIRO"
8;4;2015;"TEN CEL MARCELO FREIMAN DE SOUZA RAMOS"
9;4;2015;"TEN CEL CARLOS ROBERTO GARCIA DE OLIVEIRA"
10;4;2015;"CEL CESAR AUGUSTO DE SOUZA ROSA"
11;4;2015;"TEN CEL CARLOS EDUARDO HESPANHA MATT"
12;4;2015;"CEL GILSON CHAGAS E SILVA FILHO"
14;4;2015;"CEL FRIEDERICK MINERVINI BASSANI"
15;4;2015;"TEN CEL JOÃO JACQUES SOARES BUSNELLO"
16;4;2015;"TEN CEL CARLOS E SARMENTO DA COSTA"
17;4;2015;"TEN CEL WAGNER GUERCI NUNES"
18;4;2015;"TEN CEL ROGÉRIO FIGUEIREDO DE LACERDA"
19;4;2015;"TEN CEL LUIZ CARLOS S DE MENEZES JUNIOR"
20;4;2015;"TEN CEL MARCUS V DOS SANTOS AMARAL"
21;4;2015;"TEN CEL ANDRÉ SANTOS DE SOUZA"
22;4;2015;"TEN CEL ANDRE LUIZ DE CASTRO MAIA"
23;4;2015;"TEN CEL JORGE LUIZ FERRAZ EDUARDO"
24;4;2015;"TEN CEL JOSÉ AUGUSTO DE OLIVEIRA JUNIOR"
25;4;2015;"TEN CEL RUY SERGIO FRANÇA DE OLIVEIRA"
26;4;2015;"TEN CEL MARCELO DA SILVA QUINHÕES"
27;4;2015;"TEN CEL LUIZ OCTAVIO LOPES DA ROCHA LIMA"
28;4;2015;"TEN CEL LUIZ CLAUDIO DOS S REGIS"
29;4;2015;"TEN CEL SYLVIO RICARDO CIUFFO GUERRA"
30;4;2015;"TEN CEL CLEBER SILVA MAIA"
31;4;2015;"TEN CEL SERGIO DO CARMO SCHALIONI"
32;4;2015;"TEN CEL JORGE FERNANDO DE O PIMENTA"
33;4;2015;"TEN CEL PAULO ROBERTO DAS NEVES JÚNIOR"
34;4;2015;"TEN CEL IVAN DO ESPIRITO SANTO ARAUJO"
35;4;2015;"TEN CEL ANDRE HENRIQUE DE O SILVA"
36;4;2015;"TEN CEL EDUARDO VAZ CASTELANO"
37;4;2015;"TEN CEL WAGNER CRISTIANO MORETZSOHN"
38;4;2015;"TEN CEL ODERLEI SANTOS ALVES DE SOUZA"
39;4;2015;"TEN CEL ALEXANDRE DE SOUZA RODRIGUES"
40;4;2015;"TEN CEL MARCOS ANDRE DE LIMA PACHECO"
41;4;2015;"TEN CEL ANTONIO MARCOS N DOS SANTOS"
2;5;2015;"TEN CEL MÁRCIO OLIVEIRA ROCHA"
3;5;2015;"TEN CEL WALTER TEIXEIRA DA SILVA JUNIOR"
4;5;2015;"TEN CEL ROGÉRIO QUEMENTO LOBASSO"
5;5;2015;"TEN CEL JOSÉ AUGUSTO DE OLIVEIRA JÚNIOR"
6;5;2015;"TEN CEL MARCELO PEREIRA ROCHA"
7;5;2015;"TEN CEL ALMYR CABRAL MENDONÇA"
8;5;2015;"TEN CEL MARCELO FREIMAN DE SOUZA RAMOS"
9;5;2015;"TEN CEL CARLOS ROBERTO GARCIA DE OLIVEIRA"
10;5;2015;"CEL CESAR AUGUSTO DE SOUZA ROSA"
11;5;2015;"TEN CEL CARLOS EDUARDO HESPANHA MATT"
12;5;2015;"CEL FERNANDO SALEMA GARÇÃO RIBEIRO"
14;5;2015;"CEL FRIEDERICK MINERVINI BASSANI"
15;5;2015;"TEN CEL JOÃO JACQUES SOARES BUSNELLO"
16;5;2015;"TEN CEL LUIZ GUSTAVO LIMA TEIXEIRA"
17;5;2015;"TEN CEL WAGNER GUERCI NUNES"
18;5;2015;"TEN CEL ROGÉRIO FIGUEIREDO DE LACERDA"
19;5;2015;"TEN CEL LUIZ CARLOS S DE MENEZES JUNIOR"
20;5;2015;"TEN CEL ROBERTO CHRISTIANO DANTAS"
21;5;2015;"TEN CEL ANDRÉ SANTOS DE SOUZA"
22;5;2015;"TEN CEL ANDRE LUIZ DE CASTRO MAIA"
23;5;2015;"CEL JOSELI CÂNDIDO DA SILVA"
24;5;2015;"TEN CEL FÁBIO DA ROCHA BASTOS CAJUEIRO"
25;5;2015;"TEN CEL RUY SERGIO FRANÇA DE OLIVEIRA"
26;5;2015;"CEL MARCELO DA SILVA QUINHÕES"
27;5;2015;"TEN CEL LUIZ OCTAVIO LOPES DA ROCHA LIMA"
28;5;2015;"TEN CEL LUIZ CLAUDIO DOS S REGIS"
29;5;2015;"TEN CEL SYLVIO RICARDO CIUFFO GUERRA"
30;5;2015;"TEN CEL CLEBER SILVA MAIA"
31;5;2015;"CEL SERGIO DO CARMO SCHALIONI"
32;5;2015;"TEN CEL JORGE FERNANDO DE O PIMENTA"
33;5;2015;"TEN CEL PAULO ROBERTO DAS NEVES JÚNIOR"
34;5;2015;"TEN CEL IVAN DO ESPIRITO SANTO ARAUJO"
35;5;2015;"CEL SAMIR VAZ LIMA"
36;5;2015;"TEN CEL EDUARDO VAZ CASTELANO"
37;5;2015;"TEN CEL WAGNER CRISTIANO MORETZSOHN"
38;5;2015;"TEN CEL ODERLEI SANTOS ALVES DE SOUZA"
39;5;2015;"TEN CEL ALEXANDRE DE SOUZA RODRIGUES"
40;5;2015;"TEN CEL MARCOS ANDRE DE LIMA PACHECO"
41;5;2015;"TEN CEL ANTONIO MARCOS N DOS SANTOS"
2;6;2015;"TEN CEL MÁRCIO OLIVEIRA ROCHA"
3;6;2015;"TEN CEL WALTER TEIXEIRA DA SILVA JUNIOR"
4;6;2015;"TEN CEL ROGÉRIO QUEMENTO LOBASSO"
5;6;2015;"TEN CEL JOSÉ AUGUSTO DE OLIVEIRA JÚNIOR"
6;6;2015;"TEN CEL MARCELO PEREIRA ROCHA"
7;6;2015;"CEL FERNANDO SALEMA GARÇÃO RIBEIRO"
8;6;2015;"TEN CEL MARCELO FREIMAN DE SOUZA RAMOS"
9;6;2015;"TEN CEL CARLOS ROBERTO GARCIA DE OLIVEIRA"
10;6;2015;"CEL CESAR AUGUSTO DE SOUZA ROSA"
11;6;2015;"TEN CEL CARLOS EDUARDO HESPANHA MATT"
12;6;2015;"CEL GILSON CHAGAS E SILVA FILHO"
14;6;2015;"CEL FRIEDERICK MINERVINI BASSANI"
15;6;2015;"TEN CEL JOÃO JACQUES SOARES BUSNELLO"
16;6;2015;"TEN CEL LUIZ GUSTAVO LIMA TEIXEIRA"
17;6;2015;"TEN CEL WAGNER GUERCI NUNES"
18;6;2015;"TEN CEL ROGÉRIO FIGUEIREDO DE LACERDA"
19;6;2015;"TEN CEL LUIZ CARLOS S DE MENEZES JUNIOR"
20;6;2015;"TEN CEL ROGÉRIO CHRISTIANO DANTAS"
21;6;2015;"TEN CEL ANDRÉ SANTOS DE SOUZA"
22;6;2015;"TEN CEL ANDRE LUIZ DE CASTRO MAIA"
23;6;2015;"CEL JOSELI CÂNDIDO DA SILVA"
24;6;2015;"TEN CEL LUIZ GARCIA BAPTISTA"
25;6;2015;"TEN CEL RUY SERGIO FRANÇA DE OLIVEIRA"
26;6;2015;"CEL MARCELO DA SILVA QUINHÕES"
27;6;2015;"TEN CEL LUIZ OCTAVIO LOPES DA ROCHA LIMA"
28;6;2015;"TEN CEL LUIZ CLAUDIO DOS S REGIS"
29;6;2015;"TEN CEL SYLVIO RICARDO CIUFFO GUERRA"
30;6;2015;"TEN CEL CLEBER SILVA MAIA"
31;6;2015;"CEL SERGIO DO CARMO SCHALIONI"
32;6;2015;"TEN CEL JORGE FERNANDO DE O PIMENTA"
33;6;2015;"TEN CEL PAULO ROBERTO DAS NEVES JÚNIOR"
34;6;2015;"TEN CEL IVAN DO ESPIRITO SANTO ARAUJO"
35;6;2015;"CEL SAMIR VAZ LIMA"
36;6;2015;"TEN CEL EDUARDO VAZ CASTELANO"
37;6;2015;"TEN CEL WAGNER CRISTIANO MORETZSOHN"
38;6;2015;"TEN CEL ODERLEI SANTOS ALVES DE SOUZA"
39;6;2015;"TEN CEL ALEXANDRE DE SOUZA RODRIGUES"
40;6;2015;"TEN CEL MARCOS ANDRE DE LIMA PACHECO"
41;6;2015;"TEN CEL ANTONIO MARCOS N DOS SANTOS"
2;7;2015;"TEN CEL MÁRCIO OLIVEIRA ROCHA"
3;7;2015;"TEN CEL WALTER TEIXEIRA DA SILVA JUNIOR"
4;7;2015;"TEN CEL ROGÉRIO QUEMENTO LOBASSO"
5;7;2015;"TEN CEL JOSÉ AUGUSTO DE OLIVEIRA JÚNIOR"
6;7;2015;"TEN CEL MARCELO PEREIRA ROCHA"
7;7;2015;"TEN CEL ALMYR CABRAL MENDONÇA"
8;7;2015;"TEN CEL MARCELO FREIMAN DE SOUZA RAMOS"
9;7;2015;"TEN CEL CARLOS ROBERTO GARCIA DE OLIVEIRA"
10;7;2015;"CEL CESAR AUGUSTO DE SOUZA ROSA"
11;7;2015;"TEN CEL CARLOS EDUARDO HESPANHA MATT"
12;7;2015;"CEL FERNANDO SALEMA GARÇÃO RIBEIRO"
14;7;2015;"CEL FRIEDERICK MINERVINI BASSANI"
15;7;2015;"TEN CEL JOÃO JACQUES SOARES BUSNELLO"
16;7;2015;"TEN CEL LUIZ GUSTAVO LIMA TEIXEIRA"
17;7;2015;"TEN CEL WAGNER GUERCI NUNES"
18;7;2015;"TEN CEL ROGÉRIO FIGUEIREDO DE LACERDA"
19;7;2015;"TEN CEL LUIZ CARLOS S DE MENEZES JUNIOR"
20;7;2015;"TEN CEL ROBERTO CHRISTIANO DANTAS"
21;7;2015;"TEN CEL ANDRÉ SANTOS DE SOUZA"
22;7;2015;"TEN CEL ANDRE LUIZ DE CASTRO MAIA"
23;7;2015;"CEL JOSELI CÂNDIDO DA SILVA"
24;7;2015;"TEN CEL FÁBIO DA ROCHA BASTOS CAJUEIRO"
25;7;2015;"TEN CEL RUY SERGIO FRANÇA DE OLIVEIRA"
26;7;2015;"CEL MARCELO DA SILVA QUINHÕES"
27;7;2015;"TEN CEL LUIZ OCTAVIO LOPES DA ROCHA LIMA"
28;7;2015;"TEN CEL LUIZ CLAUDIO DOS S REGIS"
29;7;2015;"TEN CEL SYLVIO RICARDO CIUFFO GUERRA"
30;7;2015;"TEN CEL CLEBER SILVA MAIA"
31;7;2015;"CEL SERGIO DO CARMO SCHALIONI"
32;7;2015;"TEN CEL JORGE FERNANDO DE O PIMENTA"
33;7;2015;"TEN CEL PAULO ROBERTO DAS NEVES JÚNIOR"
34;7;2015;"TEN CEL IVAN DO ESPIRITO SANTO ARAUJO"
35;7;2015;"CEL SAMIR VAZ LIMA"
36;7;2015;"TEN CEL EDUARDO VAZ CASTELANO"
37;7;2015;"TEN CEL WAGNER CRISTIANO MORETZSOHN"
38;7;2015;"TEN CEL ODERLEI SANTOS ALVES DE SOUZA"
39;7;2015;"TEN CEL ALEXANDRE DE SOUZA RODRIGUES"
40;7;2015;"TEN CEL MARCOS ANDRE DE LIMA PACHECO"
41;7;2015;"TEN CEL ANTONIO MARCOS N DOS SANTOS"
2;8;2015;"TEN CEL MÁRCIO OLIVEIRA ROCHA"
3;8;2015;"TEN CEL WALTER TEIXEIRA DA SILVA JUNIOR"
4;8;2015;"TEN CEL ROGÉRIO QUEMENTO LOBASSO"
5;8;2015;"TEN CEL JOSÉ AUGUSTO DE OLIVEIRA JÚNIOR"
6;8;2015;"TEN CEL MARCELO PEREIRA ROCHA"
7;8;2015;"TEN CEL ALMYR CABRAL MENDONÇA"
8;8;2015;"TEN CEL MARCELO FREIMAN DE SOUZA RAMOS"
9;8;2015;"TEN CEL CARLOS ROBERTO GARCIA DE OLIVEIRA"
10;8;2015;"CEL CESAR AUGUSTO DE SOUZA ROSA"
11;8;2015;"TEN CEL CARLOS EDUARDO HESPANHA MATT"
12;8;2015;"CEL FERNANDO SALEMA GARÇÃO RIBEIRO"
